rate,Submissions,cost per response
12,63,0.313333333
12,27,0.41
12,54,0.313333333
10,108,0.143333333
6,657,0.23
6,1035,0.283333333
6,63,0.276666667
6,153,0.5
2,108,0.56
6,9,0.353333333
6,9,0.62
6,846,0.253333333
6,45,0.29
6,63,0.656666667
6,108,0.52
6,18,0.603333333
2,9,0.33
6,9,0.14
6,9,0.266666667
2,9,0.11
6,9,0.25
2,9,0.393333333
6,9,0.11
2,18,0.206666667
16,9,0.323333333
16,9,0.21
10,9,1.106666667
10,9,0.103333333
10,18,0.02
6,9,0.15
10,9,0.08
10,45,0.443333333
10,27,0.193333333
10,27,0.336666667
10,27,0.293333333
6,9,0.183333333
6,63,0.123333333
10,9,0.18
12,45,0.19
12,36,0.186666667
12,36,0.173333333
12,18,0.296666667
10,36,0.216666667
12,18,0.246666667
12,18,0.196666667
12,18,0.13
10,9,0.216666667
10,36,0.133333333
10,54,0.213333333
10,72,0.156666667
12,9,0.176666667
12,9,0.303333333
12,72,0.266666667
12,45,0.193333333
12,27,0.276666667
2,9,0.16
6,27,0.233333333
2,9,0.183333333
2,9,0.243333333
8,9,0.196666667
2,9,0.093333333
6,27,0.213333333
10,18,0.213333333
12,9,0.326666667
10,9,0.123333333
6,9,0.21
16,9,0.246666667
10,9,0.106666667
12,9,0.25
6,9,0.29
12,9,0.233333333
10,18,0.13
12,9,0.196666667
6,18,0.393333333
10,18,0.156666667
6,9,0.186666667
6,9,0.22
12,18,0.506666667
10,9,0.543333333
12,9,0.123333333
6,9,0.433333333
6,9,0.246666667
10,9,0.35
6,9,0.17
12,9,0.18
12,9,0.003333333
10,18,0.32
2,9,0.073333333
12,9,0.143333333
12,9,0.16
12,9,0.173333333
10,9,0.04
12,9,0.416666667
10,9,0.046666667
6,9,0.086666667
6,1269,0.31
6,27,0.28
2,108,0.663333333
2,18,0.18
6,36,0.71
6,9,0.396666667
14,756,0.386666667
14,630,0.33
12,9,0.36
12,18,0.29
12,45,0.95
6,369,0.306666667
6,18,0.38
6,36,0.4
6,27,0.456666667
14,72,0.153333333
12,45,0.373333333
12,72,0.37
12,18,0.19
6,9,0.11
6,36,0.486666667
14,648,0.34
14,234,0.286666667
12,27,0.2
14,9,0.213333333
6,207,0.316666667
6,207,0.223333333
6,117,0.186666667
6,1098,0.28
6,9,0.526666667
6,45,0.763333333
6,72,0.21
6,108,0.556666667
2,45,0.29
6,18,0.636666667
10,135,0.23
6,297,0.2
6,1377,0.343333333
6,153,0.163333333
6,27,0.286666667
6,27,0.41
6,27,0.343333333
6,9,0.31
6,9,0.136666667
6,45,0.306666667
12,1071,0.456666667
12,9,0.56
14,27,0.876666667
6,9,0.136666667
10,9,0.423333333
6,9,0.233333333
10,9,0.263333333
6,9,0.183333333
12,9,0.08
6,9,0.093333333
10,18,0.756666667
6,9,0.063333333
2,9,0.233333333
12,9,0.296666667
4,9,0.04
2,9,0.23
2,9,0.086666667
6,27,0.203333333
6,9,0.393333333
10,9,0.31
12,9,0.376666667
14,18,0.52
6,9,0.22
10,9,0.343333333
6,9,0.133333333
2,9,0.33
6,9,0.133333333
6,9,0.313333333
6,9,0.323333333
6,9,0.13
6,9,0.226666667
6,9,0.273333333
6,9,0.276666667
10,36,0.423333333
6,9,0.273333333
10,9,0.096666667
10,36,0.276666667
10,9,0.16
12,9,0.07
12,9,0.126666667
2,9,0.213333333
12,18,0.176666667
12,27,0.41
10,18,0.383333333
2,9,0.133333333
10,18,0.346666667
10,9,0.283333333
10,9,0.38
14,27,0.226666667
12,18,0.233333333
12,9,0.09
12,18,0.15
10,36,0.193333333
12,36,0.22
10,27,0.17
12,54,0.153333333
12,9,0.36
12,9,0.28
12,45,0.24
12,18,0.243333333
10,54,0.223333333
16,9,0.103333333
16,18,0.09
6,9,0.226666667
12,9,0.23
16,9,0.173333333
2,27,0.31
10,9,0.22
2,18,0.343333333
10,9,0.086666667
2,9,0.303333333
10,9,0.353333333
4,9,0.35
10,9,0.233333333
10,9,0.25
12,9,0.153333333
6,9,0.143333333
12,9,0.2
12,18,0.143333333
12,9,0.19
12,9,0.173333333
12,9,0.153333333
12,18,0.2
12,9,0.503333333
12,9,0.28
14,9,0.06
8,45,0.306666667
14,18,0.263333333
10,36,0.11
14,9,0.023333333
10,63,0.376666667
8,72,0.216666667
10,9,0.04
14,9,0.39
14,18,0.146666667
6,9,0.48
14,9,0.176666667
14,9,0.05
14,9,0.216666667
14,18,0.183333333
14,45,0.183333333
14,45,0.173333333
14,36,0.26
2,9,0.38
6,9,0.146666667
6,9,0.093333333
10,9,0.186666667
2,27,0.176666667
10,9,0.116666667
10,9,0.24
2,18,0.33
10,18,0.336666667
6,9,0.13
10,9,0.16
6,9,0.11
10,9,0.043333333
10,18,0.493333333
10,72,0.5
10,99,0.36
12,216,0.38
10,9,0.27
10,9,0.296666667
6,9,0.23
10,9,0.14
10,9,0.226666667
10,9,0.09
10,9,0.073333333
10,9,0.283333333
10,18,0.173333333
10,45,0.29
10,81,0.406666667
10,108,0.4
10,90,0.37
10,81,0.486666667
12,117,0.483333333
6,18,0.126666667
10,9,0.173333333
10,54,0.233333333
6,45,0.123333333
6,9,0.7
6,18,0.203333333
10,9,0.29
10,126,0.453333333
12,171,0.383333333
10,9,0.206666667
6,45,0.276666667
10,63,0.15
10,99,0.416666667
10,207,0.34
6,9,0.146666667
6,18,0.063333333
6,9,0.276666667
6,9,0.233333333
6,9,0.15
10,9,0.153333333
6,9,0.266666667
6,18,0.526666667
10,9,0.436666667
10,126,0.533333333
6,18,0.37
6,9,0.373333333
6,9,0.326666667
6,9,0.253333333
6,9,0.06
10,9,0.103333333
10,9,0.15
10,27,0.126666667
6,9,0.116666667
6,9,0.32
10,99,0.383333333
10,54,0.326666667
10,72,0.46
6,9,0.106666667
6,18,0.2
6,36,0.316666667
6,9,0.22
6,9,0.223333333
6,9,0.516666667
6,18,0.243333333
10,36,0.573333333
6,9,0.496666667
10,9,0.376666667
10,9,0.103333333
10,9,0.116666667
6,9,0.29
6,9,0.136666667
6,9,0.196666667
6,18,0.286666667
6,9,0.386666667
6,9,0.273333333
6,9,0.213333333
10,9,0.056666667
6,9,0.23
6,18,0.34
6,36,0.246666667
10,90,0.536666667
10,72,0.38
10,126,0.413333333
10,27,0.253333333
6,9,0.453333333
10,18,0.543333333
6,18,0.153333333
6,9,0.143333333
10,81,0.413333333
10,45,0.346666667
10,99,0.366666667
12,216,0.31
6,9,0.29
6,9,0.203333333
10,9,0.27
10,9,0.633333333
10,9,0.53
10,9,0.48
6,27,0.69
6,9,0.603333333
6,9,0.643333333
12,18,0.983333333
6,9,0.446666667
6,27,0.79
6,9,0.62
6,9,0.4
10,18,0.56
10,54,0.92
6,9,0.23
12,9,0.676666667
6,18,0.953333333
10,9,0.693333333
10,9,0.946666667
6,9,0.14
12,9,0.603333333
10,9,0.53
6,9,0.363333333
10,9,0.586666667
10,36,0.81
12,9,0.333333333
6,9,0.78
6,9,0.793333333
10,9,0.856666667
12,9,0.766666667
10,36,0.163333333
10,36,0.156666667
10,108,0.42
12,189,0.32
6,9,0.27
6,9,0.103333333
10,9,0.166666667
10,9,0.296666667
6,54,0.23
6,18,0.243333333
10,9,0.183333333
10,9,0.2
10,54,0.786666667
12,18,1.043333333
6,36,0.94
6,9,0.31
6,27,0.89
10,9,0.216666667
12,9,0.113333333
10,27,0.366666667
10,18,0.97
6,9,0.436666667
10,18,0.87
12,27,0.82
6,9,0.156666667
10,9,0.353333333
10,18,0.676666667
6,18,0.71
10,27,0.703333333
6,9,0.603333333
10,9,0.15
10,18,0.46
6,9,0.593333333
6,9,0.476666667
10,18,0.613333333
6,9,0.393333333
10,9,0.163333333
10,9,0.5
12,27,0.49
10,9,0.87
10,9,0.566666667
12,9,0.076666667
10,9,0.186666667
6,9,0.213333333
6,9,0.136666667
10,9,0.183333333
10,9,0.376666667
10,9,0.29
6,18,0.22
6,18,0.593333333
6,18,1.05
10,18,0.34
6,27,0.73
6,9,0.443333333
10,9,1.116666667
10,45,0.923333333
6,9,0.416666667
6,36,0.836666667
10,9,1.196666667
10,18,0.79
10,18,0.52
6,9,0.843333333
6,9,1.093333333
10,9,0.36
10,18,1.183333333
6,18,0.453333333
2,27,1.026666667
6,27,0.62
6,27,1.496666667
6,9,1.47
6,9,0.31
6,9,1.513333333
6,27,1.403333333
6,9,0.38
6,9,0.94
6,9,0.433333333
6,18,0.416666667
6,18,0.476666667
12,63,0.17
6,153,0.433333333
6,9,0.933333333
6,18,1.046666667
6,9,0.236666667
6,18,0.193333333
10,9,0.093333333
10,9,0.06
10,18,0.403333333
10,18,0.066666667
12,9,0.12
10,9,0.06
10,99,0.356666667
10,72,0.493333333
10,54,0.3
10,234,0.396666667
12,189,0.323333333
6,9,0.323333333
6,9,0.403333333
6,9,0.093333333
6,27,0.45
10,9,0.156666667
10,126,0.483333333
10,117,0.42
6,18,0.116666667
6,9,0.386666667
6,9,0.156666667
6,9,0.266666667
6,27,0.2
10,9,0.223333333
10,99,0.47
10,63,0.46
6,27,0.156666667
6,9,0.346666667
6,9,0.57
2,9,1.15
6,9,0.833333333
6,9,1.263333333
6,27,0.883333333
10,9,0.5
6,9,0.526666667
10,9,0.43
6,9,1.22
6,18,0.936666667
6,36,1.073333333
6,9,1.24
12,45,0.36
12,18,0.22
12,9,0.056666667
12,9,0.176666667
12,27,0.433333333
12,54,0.27
12,9,0.166666667
14,18,0.503333333
18,36,0.343333333
18,36,0.4
18,72,0.496666667
12,9,0.12
10,9,0.4
12,45,0.263333333
12,27,0.206666667
12,18,0.15
12,9,0.506666667
12,9,0.296666667
12,27,0.39
12,72,0.39
18,45,0.48
18,108,0.37
14,45,0.27
6,9,0.186666667
12,9,0.33
18,108,0.313333333
18,99,0.406666667
18,99,0.413333333
14,90,0.523333333
12,9,0.103333333
12,54,0.4
12,9,0.343333333
12,18,0.303333333
14,27,0.3
12,9,0.07
12,9,0.193333333
12,45,0.32
12,54,0.353333333
12,27,0.323333333
12,63,0.423333333
12,45,0.4
12,54,0.26
8,36,0.206666667
8,72,0.276666667
6,9,0.456666667
6,9,0.536666667
6,9,0.613333333
6,9,0.216666667
6,18,0.563333333
6,9,1.533333333
6,27,0.976666667
6,9,0.35
6,18,0.32
10,9,0.143333333
12,9,0.213333333
10,9,0.106666667
10,9,0.2
16,9,0.046666667
12,9,0.116666667
10,9,0.14
12,9,0.103333333
12,18,0.12
12,27,0.126666667
12,18,0.25
12,9,0.13
12,9,0.04
12,9,0.326666667
12,9,0.143333333
12,9,0.11
10,9,0.143333333
10,9,0.013333333
12,9,0.06
12,9,0.103333333
12,9,0.163333333
12,9,0.143333333
12,9,0.053333333
12,9,0.096666667
12,9,0.166666667
12,9,0.056666667
12,9,0.156666667
6,27,0.193333333
6,36,0.24
6,18,0.23
6,18,0.406666667
10,9,0.116666667
6,18,0.806666667
6,36,1.296666667
6,9,0.976666667
6,18,0.77
6,9,0.643333333
6,27,0.793333333
6,36,0.946666667
6,18,0.736666667
6,216,0.52
10,126,0.446666667
10,108,0.573333333
6,477,0.8
10,549,1.083333333
12,90,0.243333333
6,36,1.426666667
6,9,1.09
6,9,0.58
6,9,0.38
6,9,0.276666667
6,18,1.013333333
6,9,0.66
10,513,0.943333333
10,261,0.97
10,171,0.286666667
10,9,0.263333333
6,18,0.536666667
10,27,0.496666667
10,9,0.356666667
6,9,0.296666667
10,27,0.326666667
2,9,0.35
10,18,0.406666667
10,45,0.16
10,63,0.473333333
10,63,0.403333333
10,63,0.343333333
12,180,0.296666667
12,216,0.453333333
12,171,0.396666667
6,9,0.213333333
10,9,0.34
6,9,0.183333333
10,45,0.153333333
10,63,0.273333333
10,9,0.186666667
16,9,0.333333333
6,9,0.42
10,9,0.083333333
10,9,0.47
6,9,0.103333333
6,9,0.24
10,27,0.63
6,18,0.783333333
6,9,0.183333333
6,18,0.773333333
6,9,0.273333333
10,9,1.123333333
6,9,0.926666667
10,18,0.326666667
6,9,0.926666667
14,72,0.336666667
12,81,0.326666667
14,90,0.34
18,36,0.44
12,9,0.116666667
6,9,0.236666667
6,9,0.053333333
6,9,0.133333333
6,18,0.193333333
6,45,0.156666667
6,27,0.27
6,27,0.326666667
10,18,0.093333333
10,81,0.463333333
12,99,0.296666667
6,9,0.313333333
10,9,0.27
6,18,0.2
6,18,0.333333333
2,18,0.363333333
6,27,1.026666667
6,9,0.803333333
12,9,0.366666667
6,27,0.223333333
6,9,0.24
6,18,0.316666667
6,9,0.28
6,36,0.253333333
6,36,0.306666667
10,45,0.436666667
10,216,0.36
10,108,0.56
10,81,0.333333333
10,108,0.436666667
6,36,0.19
10,9,0.1
6,9,0.21
10,9,0.1
6,9,0.253333333
10,9,0.123333333
10,9,0.076666667
6,9,0.033333333
10,9,0.14
10,9,0.14
6,36,0.12
6,18,0.21
6,18,0.07
6,9,0.14
6,9,0.07
6,9,0.253333333
10,9,0.226666667
10,45,0.26
12,18,0.31
12,9,0.303333333
12,81,0.473333333
12,27,0.336666667
14,117,0.406666667
18,54,0.326666667
12,63,0.363333333
12,18,0.39
12,9,0.416666667
14,99,0.436666667
12,27,0.293333333
12,18,0.443333333
12,45,0.473333333
12,9,0.186666667
12,36,0.243333333
12,36,0.353333333
18,72,0.546666667
14,99,0.573333333
10,9,0.336666667
12,36,0.396666667
12,27,0.246666667
12,45,0.433333333
18,90,0.333333333
10,36,0.333333333
12,54,0.363333333
12,36,0.3
12,18,0.243333333
18,63,0.27
14,72,0.363333333
12,9,0.14
12,9,0.126666667
6,9,0.293333333
6,36,0.09
6,9,0.153333333
6,9,0.183333333
10,9,0.2
2,9,0.27
6,45,0.24
6,9,0.256666667
10,18,0.12
10,36,0.62
10,18,0.39
10,9,0.136666667
6,9,0.086666667
10,18,0.28
6,27,0.333333333
6,18,0.303333333
10,171,0.433333333
10,126,0.5
6,36,0.19
6,36,0.226666667
6,9,0.306666667
6,27,0.386666667
6,36,0.306666667
10,36,0.233333333
10,27,0.27
6,9,0.433333333
6,9,0.26
6,54,0.336666667
10,27,0.166666667
10,18,0.196666667
6,9,0.216666667
12,9,0.613333333
10,9,0.26
10,9,1.776666667
12,9,0.626666667
6,9,0.493333333
10,18,0.596666667
10,9,1.17
10,9,1.03
6,18,1.166666667
12,9,0.733333333
10,9,0.75
10,9,0.956666667
10,9,0.346666667
10,9,0.273333333
10,9,0.303333333
12,27,0.333333333
18,45,0.483333333
18,81,0.393333333
18,27,0.263333333
12,36,0.223333333
6,9,0.136666667
12,27,0.136666667
12,9,0.413333333
12,54,0.34
12,54,0.31
12,81,0.316666667
12,45,0.406666667
12,9,0.243333333
18,27,0.293333333
6,18,0.176666667
6,18,0.093333333
12,9,0.2
14,90,0.403333333
18,90,0.403333333
18,126,0.406666667
14,45,0.5
12,9,0.18
10,18,0.213333333
16,9,0.163333333
12,9,0.106666667
12,9,0.08
12,9,0.083333333
12,9,0.193333333
12,9,0.266666667
10,9,0.106666667
12,18,0.23
12,9,0.08
12,9,0.053333333
12,18,0.076666667
12,9,0.203333333
12,9,0.06
12,18,0.236666667
12,36,0.48
18,126,0.38
10,9,0.13
6,18,0.703333333
6,9,0.253333333
2,9,0.876666667
6,18,0.883333333
6,18,1.03
6,45,0.563333333
6,144,0.43
6,342,0.443333333
6,522,1.056666667
10,252,1.383333333
6,36,0.576666667
6,9,0.726666667
10,18,0.26
6,9,1.083333333
6,9,0.386666667
12,18,0.583333333
6,351,0.78
12,198,0.36
12,108,0.203333333
12,216,0.31
6,18,1.27
8,72,0.373333333
8,18,0.656666667
12,414,0.69
8,153,0.306666667
6,144,0.576666667
6,441,0.803333333
12,153,0.3
6,9,0.46
12,9,0.153333333
10,9,0.193333333
12,9,0.103333333
12,9,0.486666667
12,243,0.53
10,468,1.04
12,189,0.253333333
12,72,0.186666667
12,189,0.213333333
6,9,0.453333333
6,9,0.333333333
6,9,0.263333333
6,18,0.47
6,36,1.09
2,9,0.936666667
6,9,0.563333333
10,36,1.023333333
6,9,0.51
6,9,0.233333333
12,9,0.676666667
6,9,0.546666667
10,9,1.143333333
6,9,0.22
10,9,1.733333333
12,18,0.783333333
10,9,0.48
6,9,0.143333333
6,9,0.08
6,9,0.17
10,9,0.05
6,9,0.256666667
10,18,0.156666667
10,9,0.153333333
10,9,0.263333333
6,9,0.24
10,9,0.08
10,9,0.076666667
6,9,0.096666667
6,18,0.206666667
6,18,0.1
10,9,0.273333333
6,27,0.116666667
10,18,0.056666667
10,9,0.223333333
10,9,0.176666667
6,27,0.16
6,18,0.083333333
6,9,0.233333333
6,9,0.116666667
10,9,0.423333333
6,54,0.196666667
6,36,0.173333333
6,18,0.133333333
10,9,0.186666667
10,18,0.086666667
12,9,0.97
6,9,0.69
10,18,0.6
6,9,0.313333333
10,9,0.29
10,9,0.086666667
10,9,0.143333333
10,9,0.133333333
2,18,0.273333333
6,45,0.296666667
10,36,0.41
6,9,0.24
6,9,0.2
6,54,0.476666667
10,9,0.776666667
10,9,0.483333333
14,36,0.42
12,81,0.353333333
12,54,0.36
18,99,0.433333333
14,81,0.526666667
12,9,0.31
12,9,0.143333333
12,9,0.14
12,72,0.316666667
18,63,0.253333333
12,18,0.12
12,72,0.193333333
12,27,0.27
12,153,0.526666667
12,9,0.213333333
6,9,0.09
12,18,0.33
12,9,0.093333333
12,9,0.06
12,9,0.036666667
12,18,0.1
14,63,0.373333333
12,18,0.25
12,72,0.316666667
18,72,0.436666667
14,27,0.35
12,9,0.113333333
12,9,0.063333333
12,72,0.346666667
12,36,0.226666667
12,45,0.29
12,54,0.433333333
14,36,0.463333333
10,9,0.1
10,9,0.183333333
6,36,0.2
10,63,0.396666667
10,108,0.46
10,45,0.396666667
12,189,0.32
6,9,0.25
10,27,0.15
6,54,0.213333333
10,18,0.24
6,9,0.24
6,9,0.973333333
6,9,0.3
10,9,0.706666667
10,9,0.226666667
10,9,0.28
6,9,0.086666667
10,9,0.106666667
10,9,0.276666667
6,9,0.313333333
6,36,0.323333333
10,9,0.153333333
10,9,0.21
10,9,0.51
10,9,0.436666667
10,27,0.29
10,36,0.276666667
6,18,0.22
6,9,0.283333333
6,18,0.206666667
10,9,0.016666667
12,9,0.106666667
12,9,0.136666667
10,9,0.086666667
10,9,0.286666667
10,9,0.376666667
10,18,0.093333333
12,9,0.176666667
12,18,0.166666667
12,9,0.156666667
12,9,0.103333333
12,9,0.13
12,9,0.173333333
12,9,0.173333333
12,9,0.133333333
12,9,0.313333333
12,9,0.196666667
12,9,0.12
12,9,0.086666667
12,9,0.156666667
6,9,2.14
6,9,1.166666667
10,9,0.156666667
8,9,0.54
6,225,0.46
2,9,0.783333333
6,9,1.016666667
6,9,0.923333333
6,9,0.39
6,9,1.326666667
10,9,0.173333333
12,63,0.476666667
6,450,1.223333333
2,9,0.523333333
6,9,0.97
6,9,0.656666667
6,18,0.483333333
6,9,0.483333333
10,9,0.27
12,36,0.346666667
2,9,1.173333333
6,9,0.92
6,99,0.546666667
6,216,0.736666667
6,315,0.743333333
6,9,0.823333333
6,9,0.616666667
6,9,0.7
6,9,0.456666667
6,9,0.613333333
6,45,1.203333333
6,36,0.16
10,90,0.366666667
10,225,0.75
10,324,0.59
6,477,0.82
6,342,0.853333333
12,63,0.15
12,252,0.273333333
6,18,1.34
6,9,0.393333333
6,9,0.843333333
6,9,0.58
6,9,0.926666667
10,18,1.79
10,9,2.033333333
10,18,0.66
10,36,0.44
10,72,0.38
12,180,0.236666667
12,252,0.256666667
12,189,0.376666667
6,9,0.27
6,9,0.336666667
10,9,0.95
6,9,0.206666667
6,9,0.133333333
6,9,0.19
10,9,0.106666667
12,9,0.066666667
10,9,0.083333333
12,9,0.07
6,9,0.153333333
10,9,0.186666667
12,18,0.153333333
12,9,0.08
12,18,0.09
6,45,0.256666667
12,18,0.153333333
6,9,0.24
6,18,0.163333333
10,18,0.09
12,18,0.11
10,9,0.483333333
12,18,0.553333333
18,117,0.396666667
18,72,0.456666667
6,63,0.426666667
12,18,0.336666667
18,117,0.473333333
14,63,0.296666667
6,9,0.263333333
6,18,0.22
12,36,0.416666667
12,27,0.353333333
12,9,0.046666667
6,9,0.193333333
18,63,0.363333333
18,63,0.253333333
12,45,0.32
12,54,0.336666667
12,9,0.253333333
12,27,0.313333333
14,81,0.366666667
12,18,0.36
12,9,0.26
12,54,0.343333333
12,72,0.406666667
18,117,0.436666667
10,9,0.37
12,18,0.13
12,18,0.483333333
14,108,0.39
18,108,0.556666667
18,54,0.406666667
12,18,0.106666667
6,18,0.14
12,9,0.133333333
12,63,0.44
12,126,0.45
14,54,0.406666667
10,9,0.193333333
12,45,0.166666667
10,9,0.176666667
10,9,0.126666667
10,9,0.146666667
12,9,0.136666667
12,9,0.086666667
10,9,0.183333333
10,9,0.49
12,9,0.72
10,9,0.66
12,9,0.53
12,9,0.786666667
10,9,0.32
10,9,0.803333333
10,9,1.07
10,9,0.556666667
10,18,0.806666667
10,9,0.106666667
12,9,0.086666667
12,9,0.276666667
12,9,0.13
12,9,0.02
12,9,0.3
10,9,0.196666667
12,9,0.136666667
10,9,0.163333333
10,9,0.146666667
6,27,0.236666667
10,27,0.266666667
16,9,0.023333333
6,9,0.26
6,18,0.306666667
6,18,0.14
6,9,0.376666667
10,9,0.31
10,9,0.206666667
10,9,0.123333333
10,9,0.246666667
12,18,0.126666667
10,9,0.166666667
10,18,0.53
10,27,0.436666667
10,99,0.366666667
10,72,0.443333333
6,18,0.14
10,72,0.396666667
12,126,0.393333333
12,180,0.31
10,9,0.45
10,36,0.263333333
6,9,0.173333333
6,9,0.263333333
16,9,0.223333333
16,9,0.15
16,9,0.053333333
10,18,0.273333333
6,27,0.376666667
6,36,0.44
10,36,0.373333333
10,72,0.4
12,207,0.316666667
12,180,0.396666667
6,9,0.216666667
6,27,0.383333333
6,18,0.246666667
10,27,0.26
10,9,0.636666667
12,9,1.29
10,18,0.67
12,9,0.536666667
12,9,0.043333333
12,18,0.876666667
10,18,1.3
10,9,0.27
10,63,0.56
10,63,0.313333333
6,18,0.306666667
6,9,0.153333333
6,27,0.16
6,27,0.24
6,27,0.406666667
6,36,0.22
6,36,0.21
10,9,0.216666667
10,9,0.203333333
10,9,0.39
10,9,0.59
6,9,0.486666667
10,27,0.096666667
6,9,0.113333333
6,9,0.08
6,9,0.363333333
6,27,0.296666667
10,27,1.07
6,63,1.353333333
6,9,1.446666667
12,27,0.24
10,18,0.32
10,657,0.766666667
10,639,1.086666667
8,207,0.26
6,27,1.236666667
6,18,1.14
6,9,1.556666667
6,9,0.996666667
10,27,1.31
6,144,0.34
6,180,0.423333333
6,117,0.42
6,351,0.823333333
6,432,0.84
6,333,0.75
10,450,0.94
6,468,0.946666667
12,225,0.2
6,27,1.593333333
6,27,0.983333333
6,9,0.886666667
6,180,0.46
10,540,0.9
12,108,1.26
6,9,0.27
6,18,0.86
10,54,1.606666667
10,9,0.383333333
12,9,0.566666667
10,54,0.423333333
6,549,0.723333333
10,477,1.15
10,9,0.61
10,9,0.8
6,9,1.32
6,72,1.86
10,27,2.213333333
6,9,1.136666667
8,279,0.566666667
8,27,0.37
6,126,0.496666667
12,648,1.096666667
12,117,0.226666667
10,9,0.056666667
6,9,0.13
10,9,0.26
10,9,0.163333333
10,9,0.116666667
10,9,0.05
10,9,0.42
10,9,0.27
6,9,0.34
10,90,0.45
12,135,0.34
12,126,0.256666667
12,153,0.376666667
12,135,0.37
2,9,0.206666667
2,9,0.2
6,27,0.203333333
6,63,0.223333333
10,18,0.146666667
10,9,0.203333333
10,9,0.536666667
10,27,0.386666667
10,9,0.38
6,9,0.463333333
6,9,0.143333333
10,27,0.18
10,135,0.36
10,81,0.35
6,9,1.023333333
6,27,0.81
6,18,1.306666667
12,279,1.05
6,9,0.903333333
10,45,1.353333333
6,27,1.25
6,9,1.593333333
12,36,0.33
12,9,0.253333333
12,18,0.496666667
10,9,0.62
12,18,0.52
10,9,0.226666667
10,9,0.256666667
10,18,0.163333333
10,27,0.28
6,9,0.046666667
10,9,0.413333333
10,9,0.766666667
10,18,0.86
6,9,0.233333333
12,135,0.376666667
10,18,0.176666667
6,27,0.283333333
10,9,0.263333333
10,18,0.18
10,9,0.233333333
10,18,0.193333333
6,9,0.366666667
12,9,0.083333333
10,9,0.406666667
2,9,0.356666667
6,27,0.316666667
10,117,0.386666667
12,171,0.323333333
12,243,0.366666667
6,18,0.503333333
10,9,0.07
6,9,0.306666667
10,9,0.256666667
6,9,0.44
6,9,0.31
6,9,0.286666667
6,9,0.49
6,36,0.216666667
16,18,0.173333333
10,9,0.093333333
10,9,0.166666667
10,36,0.393333333
10,9,0.936666667
10,18,0.39
12,9,0.796666667
10,27,0.553333333
10,9,0.343333333
10,9,0.246666667
10,54,0.37
10,9,0.986666667
10,27,0.433333333
6,9,0.19
10,9,0.253333333
12,9,0.563333333
6,9,0.596666667
10,9,0.523333333
12,9,0.09
12,9,0.293333333
12,54,0.313333333
12,63,0.39
12,90,0.456666667
18,54,0.443333333
12,9,0.14
12,9,0.106666667
12,9,0.126666667
12,9,0.326666667
10,9,0.226666667
10,9,0.266666667
12,234,0.29
12,279,0.38
6,27,0.156666667
6,9,0.403333333
6,18,0.253333333
6,18,0.236666667
6,18,0.066666667
10,9,0.336666667
6,9,0.2
10,27,0.59
10,9,0.053333333
12,9,0.176666667
12,27,0.45
10,9,0.406666667
2,9,0.156666667
10,99,0.403333333
10,72,0.586666667
12,90,0.283333333
6,27,0.236666667
10,27,0.506666667
6,9,0.496666667
6,27,0.456666667
16,18,0.17
12,72,0.376666667
12,135,0.353333333
14,108,0.38
14,126,0.336666667
18,144,0.4
18,63,0.46
12,9,0.28
12,9,0.173333333
16,9,0.363333333
12,9,0.446666667
12,18,0.156666667
14,108,0.386666667
12,9,0.096666667
12,459,0.72
6,81,0.433333333
6,153,0.346666667
6,144,0.47
10,639,0.886666667
6,288,0.63
6,567,0.736666667
6,783,1.043333333
6,27,1.063333333
6,18,1.66
10,9,0.18
10,18,0.143333333
6,18,0.666666667
10,9,0.166666667
10,18,0.493333333
10,9,0.113333333
10,9,0.52
10,9,0.106666667
10,18,0.473333333
6,9,0.19
6,18,0.546666667
6,9,0.31
6,18,0.323333333
6,9,0.316666667
6,18,0.526666667
10,18,0.21
6,27,0.26
12,18,0.606666667
10,9,0.39
10,9,0.23
10,9,0.313333333
6,9,0.16
10,117,0.446666667
10,63,0.393333333
12,189,0.42
12,135,0.453333333
6,9,0.51
6,9,0.106666667
6,9,0.086666667
10,18,0.296666667
10,27,0.183333333
10,27,1.663333333
10,9,0.46
10,18,0.246666667
6,522,0.833333333
6,9,0.81
6,9,0.913333333
10,18,1.186666667
8,36,0.233333333
10,153,0.316666667
10,351,1.066666667
6,9,1.043333333
6,27,1.236666667
10,18,1.416666667
6,198,0.423333333
10,198,0.426666667
6,405,0.856666667
12,117,0.29
6,18,0.75
10,45,1.386666667
10,9,0.343333333
6,405,0.693333333
6,477,0.813333333
12,108,0.19
6,9,1.31
10,9,1.186666667
10,9,0.606666667
6,549,0.883333333
6,459,0.723333333
6,441,0.82
10,117,0.326666667
6,9,0.703333333
6,9,1.273333333
10,18,0.316666667
6,9,0.316666667
6,9,1.08
6,27,0.8
6,162,0.503333333
10,558,0.823333333
10,621,0.963333333
10,603,1.016666667
10,108,0.32
6,9,1.25
6,9,1.426666667
6,36,0.873333333
6,18,0.956666667
8,27,0.24
8,162,0.606666667
8,81,0.423333333
8,234,0.343333333
10,531,0.706666667
6,9,0.85
6,9,0.77
6,36,1.326666667
6,18,1.206666667
10,9,1.053333333
10,9,0.453333333
10,9,0.34
10,36,0.683333333
10,9,0.5
10,27,0.706666667
12,9,0.766666667
12,9,0.243333333
12,9,0.223333333
10,9,0.846666667
10,9,0.556666667
6,9,0.35
